0.0076674423	0.009724617	0.004567461	0.020147199	-0.064632274	-0.047891505	-0.08062264	-0.09518647	0.11116258	0.0039470745	-0.074776985	0.015162928	0.038878854	0.09637239	0.019268341	-0.06471862
0.10047941	-0.0862073	-0.06676826	0.09693924	-0.014574193	-0.13636975	-0.03074335	-0.14846489	-0.024828253	0.12634684	-0.12936962	-0.022530118	0.190633	0.11851223	-0.08986976	0.052598696
0.1269409	-0.050721392	-0.13357535	0.18989447	-0.04281675	-0.1550618	-0.013683295	-0.23337156	0.05132858	0.20124352	-0.15681733	-0.1806634	0.23419683	0.3747091	-0.08033442	0.022731291
-0.5787157	0.33016127	-0.053637095	-0.52720475	-0.1237655	0.51131046	-0.26953882	0.61270416	0.05358412	-0.5056465	0.5175778	0.44860044	-0.6470351	-0.6816254	0.4211855	-0.30271113
0.002426415	0.04217269	0.071562916	-0.020812096	-0.016625676	-0.022294682	-0.053840667	0.017859934	-0.015692515	-0.010235735	-0.0016689681	-0.027841797	0.016382862	-0.072829425	0.054347888	0.003479479
0.025832448	-0.001992113	0.194507	0.070980266	-0.06001624	-0.13979444	-0.028952776	-0.08350902	0.022212815	0.03276978	-0.05886921	-0.06106124	0.07779814	0.1174189	-0.06472114	-0.007898422
-0.4932879	0.31356752	0.14174363	-0.4664508	-0.29484615	0.40279064	-0.3435859	0.48673117	0.258215	-0.47268018	0.47385275	0.30957937	-0.5482147	-0.071569115	0.36865494	-0.31020233
0.04338351	-0.018604813	0.17602053	0.0753907	-0.023563197	-0.040494066	0.019726045	-0.07392817	-0.0069486564	0.075416915	-0.0490499	-0.038845625	0.08457149	0.10831175	-0.062745176	0.035697825
-0.41140863	0.28500876	0.1760452	-0.35865015	-0.20516528	0.31714517	-0.24802355	0.46827906	0.14758466	-0.3815891	0.40903634	0.31111944	-0.43220666	-0.2211255	0.27566025	-0.27467722
-0.0060786093	0.021381844	-0.10698516	-0.018869864	-0.0742518	-0.005718423	-0.011619438	-0.0197488	0.10060954	-0.017157242	0.042276565	-0.027467554	-0.0122811515	0.017669814	0.012641193	-0.05834873
-0.5611688	0.3739359	0.060564045	-0.5881877	-0.24945447	0.48701087	-0.35686424	0.5633727	0.20635906	-0.49012932	0.48278952	0.39391685	-0.638079	-0.38139692	0.4203688	-0.4290364
0.07672971	-0.030705258	-0.018762646	0.12979174	-0.02255365	-0.077264525	0.024590392	-0.067810796	0.04426244	0.11486828	-0.09702063	-0.03548417	0.124303535	0.27767676	-0.050793536	-0.025392132
-0.2931858	0.1972159	0.06870801	-0.2959325	-0.030614743	0.2650817	-0.12765145	0.35731417	-0.026369002	-0.31929347	0.3046354	0.20295465	-0.35351023	-0.5225278	0.18504527	-0.12022857
0.40925795	-0.233523	-0.013549847	0.3991006	0.08694462	-0.33756214	0.24048741	-0.40991986	-0.14096881	0.32218528	-0.39568213	-0.2864499	0.49930745	0.8463685	-0.31382874	0.23072211
-0.0082664555	0.0145040415	0.001476893	0.037008848	-0.08483244	-0.031139717	0.010875436	-0.042571224	0.02211472	0.0114556765	-0.021685373	-0.005330632	-0.0078124586	0.09615969	-0.005757753	0.011390046
-0.060485434	0.07239461	-0.013889977	-0.013298618	-0.010577072	0.0047731125	-0.042175412	0.082126714	0.032383736	-0.0077330545	-0.0032019627	-0.0066829002	0.0011452846	-0.096815474	0.06563366	-0.03252054
0.0566737	-0.118772686	0.1958866	0.12078978	0.07278323	-0.13298927	0.089948684	-0.10859884	-0.06390938	0.08612743	-0.11098458	-0.14453328	0.07933685	-0.033328265	-0.059150234	0.026953826
-0.082877286	-0.031934287	0.089549065	-0.075531505	0.11573199	0.014104033	0.04614351	0.106711045	-0.22447918	-0.0659373	0.053710878	-0.00026809998	-0.11717057	-0.71026534	-0.051217407	0.05334244
-0.023783334	0.025494369	-0.16053747	0.05209008	-0.09655625	-0.026178611	-0.07378049	0.0031343084	0.12941593	0.021517493	-0.026620228	0.049933285	0.028706836	0.7595876	0.089191	-0.06721776
-0.3651962	0.23351158	0.07066887	-0.37510028	-0.30932724	0.29500872	-0.22963475	0.3701438	0.27556553	-0.32454792	0.35030374	0.22559199	-0.39548874	0.0072604157	0.26497737	-0.27389345
-0.13439076	0.1277913	-0.09246931	-0.0655469	-0.1822453	0.08586546	-0.12567133	0.11030513	0.16854757	-0.12934937	0.06528666	0.13832004	-0.07969885	0.21554877	0.1417422	-0.09797638
0.06366288	-0.055419188	0.09625608	0.021377886	0.02795095	-0.047254585	0.03655942	-0.00749541	-0.0074118064	0.012434498	-0.10421975	0.013077973	0.041014902	0.14348343	-0.09884592	-0.0015471667
0.08045267	0.024264755	-0.03963214	0.06916265	-0.05670432	-0.14767922	-0.07145966	-0.11473246	0.049526867	0.07814871	-0.037917044	-0.018780986	0.12906587	0.4157011	-0.036560643	0.049434368
0.08505794	0.037760027	-0.09191344	0.05080801	-0.10691446	-0.023816619	-0.07013912	-0.08510343	0.08372672	0.0461375	-0.0111783715	0.0051347525	0.090413876	0.56647366	-0.030815044	-0.027126838
-0.032558076	0.08753257	0.010564095	-0.038094632	-0.06783378	0.046369582	-0.08872773	0.040681556	0.05207316	-0.027978916	0.017320892	-0.012132805	-0.10525488	0.20892945	0.014818937	-0.10602083
-0.43424094	0.30135742	-0.26030773	-0.51057804	-0.17492066	0.3849163	-0.26707104	0.50022113	0.17214549	-0.4615605	0.45991793	0.3723453	-0.47546518	-0.5241402	0.39790875	-0.32786423
-0.030495547	0.09975531	-0.017827481	-0.026135268	-0.08612028	0.026975324	-0.07180075	0.06491818	0.1033797	-0.048322693	0.10147397	9.027484e-05	-0.013963776	0.1584486	0.018619845	-0.039282307
0.1288527	-0.11706433	-0.15186806	0.10780455	0.21380255	-0.06248465	0.18362376	-0.105039775	-0.19100097	0.14049037	-0.080265366	-0.09846978	0.08583519	-0.5573925	-0.08131791	0.20481472
0.18750316	-0.1557062	0.27914527	0.22917606	0.15641594	-0.26593915	0.16222358	-0.20194462	-0.16939406	0.15271682	-0.2484947	-0.18196896	0.2587161	0.24177925	-0.14274721	0.1505878
-0.39512515	0.18467048	-0.2916413	-0.40148562	-0.0039345133	0.3091708	-0.09167598	0.40716982	0.025410919	-0.4106192	0.35430223	0.31594777	-0.39803082	-0.84210104	0.26878947	-0.18627082
-0.49664086	0.41555768	-0.15015888	-0.53551817	-0.1710204	0.41435346	-0.25836176	0.52110904	0.16538636	-0.50747085	0.4470688	0.36832404	-0.5852725	-0.5219606	0.40455422	-0.40355253
-0.10597469	0.10468755	-0.055957228	-0.11571769	0.035335053	0.07064539	0.016291732	0.15990971	-0.11684844	-0.1090728	0.18843776	0.086982496	-0.15917285	-0.604432	0.14308298	-0.01707792
-0.3975104	0.44845167	-0.252894	-0.41699263	-0.46938834	0.32784915	-0.430699	0.40400347	0.42419273	-0.47318855	0.44150072	0.39875683	-0.39948586	0.1253715	0.35973904	-0.39610317
0.033140555	-0.050291963	0.002801175	0.012257664	-0.023336314	-0.06811189	-0.03434644	-0.044103097	0.06753573	0.086456366	-0.08041423	-0.07295436	0.096450366	0.3901619	-0.059454437	0.025825609
